date,ES=F,NQ=F,GC=F,CL=F,EURUSD=X,BTC-USD,portfolio_value,portfolio_value_eur,pos_value,ddn,exchange_rate,dayly_profit,dayly_profit_eur,ddn_eur,keep_day,portfolio_return,cagr,weekly_return,monthly_return
1999-01-26,0,12,0,0,0,0,80618.96,68646.17,49492.8,,0.87,1568.93,1358.02,0.0,1,0.02018230850191438,,0.008878091387508058,
1999-01-27,0,12,0,0,0,0,79854.8,67992.14,48728.64,,0.86,-756.25,-654.03,-0.01,1,-0.009527552666084627,,9.0940276560314e-06,
1999-01-28,0,12,0,0,0,0,81636.32,69555.97,50510.16,,0.87,1789.49,1563.83,0.0,1,0.02300015854773796,,0.04486467711707809,
1999-01-29,0,12,0,0,0,0,82178.72,70037.92,51052.56,,0.88,550.39,481.95,0.0,1,0.006928952324293691,,0.05093071099467916,
1999-02-01,0,12,0,0,0,0,82268.48,70123.89,51142.32,,0.88,97.71,85.97,0.0,1,0.001227477914820918,,0.04181134462268232,
1999-02-02,0,12,0,0,0,0,81014.72,69021.55,49888.56,,0.88,-1245.97,-1102.34,-0.016,1,-0.015719892322003215,,0.005909143798764727,
1999-02-03,0,12,0,0,0,0,82004.72,69900.69,50878.56,,0.88,997.92,879.15,-0.003,1,0.012737181358575711,,0.028173877823425064,
1999-02-04,0,12,0,0,0,0,79790.0,67948.43,48663.84,,0.88,-2207.03,-1952.26,-0.032,1,-0.027929051916368963,,-0.022755332640681858,
1999-02-05,0,1,0,0,0,0,79385.26,67599.01,3977.1,,0.88,-396.11,-349.42,-0.037,0,-0.00514242933942699,,-0.03482671430440254,-0.004470374200056471
1999-02-08,0,1,0,0,0,0,79476.58,67687.68,4068.42,,0.89,99.91,88.67,-0.036,1,0.0013117056004221528,,-0.034742486618801305,-0.0032785215408106527
1999-02-09,0,1,0,0,0,0,79278.82,67520.67,3870.66,,0.88,-189.12,-167.01,-0.039,1,-0.0024673618596470215,,-0.02148995615644511,-0.005865721978628113
1999-02-10,0,1,0,0,0,0,79296.52,67543.96,3888.36,,0.88,26.33,23.28,-0.038,1,0.0003449314113739277,,-0.033882206103646895,-0.0056406147858604205
1999-02-11,0,1,0,0,0,0,79497.52,67728.99,4089.36,,0.88,209.65,185.04,-0.035,1,0.002739401124837837,,-0.0032137530624400945,-0.0030208765175395724
1999-02-12,0,1,0,0,0,0,79325.36,67583.06,3917.2,,0.89,-163.61,-145.93,-0.038,1,-0.0021546165091197444,,-0.00022594023213284853,-0.0052949945773131946
1999-02-16,0,1,0,0,0,0,79317.14,67583.43,3908.98,,0.88,0.42,0.37,-0.038,1,5.474744706690515e-06,,-0.0015321710878483108,-0.005409154075160072
1999-02-17,0,1,0,0,0,0,79190.9,67478.37,3782.74,,0.89,-117.68,-105.06,-0.039,1,-0.0015545230539497634,,-0.0006193322821510527,-0.007083297061023397
1999-02-18,0,1,0,0,0,0,79220.34,67512.19,3812.18,,0.89,38.03,33.82,-0.039,1,0.0005011976430373544,,-0.00046306605048762606,-0.0067015581070261065
1999-02-19,0,1,0,0,0,0,79271.34,67565.37,3863.18,,0.89,59.56,53.18,-0.038,1,0.0007877095973334303,,-0.0024147575779920327,-0.006033146011952595
1999-02-22,0,1,0,0,0,0,79400.2,67689.35,3992.04,,0.9,137.33,123.98,-0.036,1,0.0018349636803589586,,0.0015748226114866704,-0.0035396270253610362
1999-02-23,0,1,0,0,0,0,79464.62,67755.37,4056.46,,0.91,72.86,66.02,-0.035,1,0.0009753380701689185,,0.0025446859369488983,0.01929113558649198
1999-02-24,0,2,0,0,0,0,79303.26,67615.99,7956.56,,0.91,-153.43,-139.38,-0.037,0,-0.0020571063223474573,,0.0020421026685512045,0.016371110817451906
1999-02-25,0,2,0,0,0,0,79244.26,67569.56,7897.56,,0.91,-51.07,-46.43,-0.038,1,-0.0006866718952130979,,0.0008542331303007522,0.00533759463542105
1999-02-26,0,2,0,0,0,0,79047.82,67398.87,7701.12,,0.91,-188.48,-170.69,-0.04,1,-0.0025261375092571203,,-0.0024596139762897984,-0.01737085137575045
1999-03-01,0,2,0,0,0,0,79097.5,67451.15,7750.8,,0.91,57.64,52.28,-0.04,1,0.0007756806605214717,,-0.0035188969961272853,-0.007067618049144353
1999-03-02,0,2,0,0,0,0,78901.34,67278.21,7554.64,,0.92,-188.33,-172.94,-0.042,1,-0.0025639295994209776,,-0.0070581646657171815,-0.03263170619630329
1999-03-03,0,2,0,0,0,0,78945.94,67326.17,7599.24,,0.91,52.44,47.96,-0.042,1,0.0007128608207618292,,-0.004288197522607895,-0.03884779769983515
1999-03-04,0,2,0,0,0,0,79078.82,67455.42,7732.12,,0.92,140.65,129.25,-0.04,1,0.0019197586911596787,,-0.0016817669362351184,-0.03815551692349639
1999-03-05,0,2,0,0,0,0,79226.18,67598.88,7879.48,,0.93,155.05,143.46,-0.037,1,0.002126737925581157,,0.002971108498603159,-0.02030888667591202
1999-03-08,0,5,0,0,0,0,79630.57,67979.1,20340.5,,0.92,411.9,380.23,-0.032,0,0.0056246494024754234,,0.00782007724055711,-0.027421418632012307
1999-03-09,0,6,0,0,0,0,79559.8,67920.97,24342.84,,0.92,-63.28,-58.14,-0.032,0,-0.0008551157635214857,,0.009528891076456603,-0.000347482479164829
1999-03-10,0,9,0,0,0,0,79723.73,68078.28,36693.18,,0.92,171.25,157.31,-0.03,0,0.002316074107893362,,0.011132104363588136,0.007111020968155524
1999-03-11,0,9,0,0,0,0,79818.23,68171.35,36787.68,,0.91,101.86,93.07,-0.029,1,0.0013671026941339814,,0.010579448366562438,0.007166418061867352
1999-03-12,0,9,0,0,0,0,79191.82,67610.16,36161.28,,0.91,-619.05,-561.19,-0.037,1,-0.00823205056082943,,0.00022065988015185223,0.0014017293606849446
1999-03-15,0,11,0,0,0,0,80310.59,68642.01,45327.48,,0.92,1125.96,1031.85,-0.022,0,0.015261759475202918,,0.009857769952879347,0.016318557424513935
1999-03-16,0,11,0,0,0,0,80595.93,68909.36,45612.82,,0.91,292.56,267.35,-0.018,1,0.0038948451538642903,,0.014607730870265123,0.01747400145354039
1999-03-17,0,11,0,0,0,0,80402.11,68739.57,45419.0,,0.91,-186.6,-169.79,-0.02,1,-0.0024639613544515937,,0.009827695407920167,0.01716465660820854
1999-03-18,0,11,0,2,0,0,81234.05,69502.33,49282.94,,0.91,839.18,762.75,-0.009,0,0.011096374329952807,,0.019556967043738993,0.028255556193454656
1999-03-19,0,11,0,2,0,0,80184.28,68552.57,48233.18,,0.91,-1042.65,-949.76,-0.023,1,-0.013665153384066375,,0.014123864220502047,0.016144925863338044
1999-03-22,0,11,0,2,0,0,79626.19,68046.87,47675.08,,0.92,-551.16,-505.7,-0.031,1,-0.007376820445973209,,-0.00851471570067408,0.008266907774327481
1999-03-23,0,8,0,2,0,0,78528.87,67047.75,34452.96,,0.92,-1090.34,-999.12,-0.046,0,-0.014682820826292131,,-0.027092381680830502,-0.00720362264929808
