date,ES=F,NQ=F,GC=F,CL=F,EURUSD=X,BTC-USD,portfolio_value,portfolio_value_eur,pos_value,ddn,exchange_rate,dayly_profit,dayly_profit_eur,ddn_eur,keep_day,portfolio_return,cagr,weekly_return,monthly_return
2002-05-20,0,1,14,1,0,0,99343.57,96781.99,49060.42,0.0331,1.09,110.49,120.04,-0.0,1,0.0012417501155572719,0.049216555940988616,-0.00047316207991088266,0.01628842361338334
2002-05-21,0,0,14,1,0,0,99727.9,97212.3,46849.0,0.0291,1.09,396.45,430.31,0.0,0,0.0044461784677087834,0.053284742742952695,0.0058311210941462965,0.018946126329530077
2002-05-22,0,0,14,1,0,0,100134.9,97667.79,47256.0,0.0249,1.09,419.14,455.49,0.0,1,0.004685518190599147,0.05758113625807082,0.015459736501680865,0.023904190778304968
2002-05-23,0,0,14,1,0,0,99813.9,97334.18,46935.0,0.0282,1.08,-308.82,-333.61,-0.003,1,-0.003415762760680896,0.052722844982253436,0.009628722261829759,0.02052690945819302
2002-05-24,0,0,14,1,0,0,100473.9,98063.94,47595.0,0.0214,1.09,672.18,729.76,0.0,1,0.007497469028865389,0.05885237292262735,0.014455153042049695,0.026410822096785802
2002-05-28,0,0,14,1,0,0,100382.9,97978.23,47504.0,0.0224,1.09,-78.88,-85.71,-0.001,1,-0.0008740215822452546,0.05176747731776132,0.012339381344247169,0.024600879292725808
2002-05-29,0,0,14,1,0,0,100970.9,98624.96,48092.0,0.0164,1.08,600.3,646.73,0.0,1,0.006600752024199741,0.06052552399457711,0.014493954900738126,0.02720666257612303
2002-05-30,0,0,14,1,0,0,100807.9,98463.82,47929.0,0.018,1.07,-150.63,-161.14,-0.002,1,-0.0016338663153830923,0.05944299211411985,0.008174570394755887,0.021586327357322466
2002-05-31,0,0,14,1,0,0,101230.9,98928.45,48352.0,0.0138,1.07,435.45,464.63,0.0,1,0.004718789094308784,0.06526161195813251,0.016309122249745567,0.027807167452675086
2002-06-03,0,0,14,1,0,0,101203.9,98912.75,48325.0,0.0141,1.07,-14.66,-15.7,-0.0,1,-0.00015870055580569087,0.06586389381358448,0.008652952665074487,0.029575721905254038
2002-06-04,0,0,15,1,0,0,101220.9,98943.96,51619.5,0.0139,1.06,29.38,31.21,0.0,0,0.0003155306065194541,0.06667414835389829,0.009842504853839196,0.03029179530087367
2002-06-05,0,0,15,1,0,0,100778.4,98485.98,51177.0,0.0183,1.06,-430.22,-457.98,-0.005,1,-0.004628680719874212,0.0630872231377857,-0.001386927890234757,0.024151337216620994
2002-06-06,0,0,15,1,0,0,100525.4,98229.59,50924.0,0.0209,1.06,-240.78,-256.39,-0.007,1,-0.002603314705301174,0.06358811913625695,-0.0023563762801528387,0.022363611768838165
2002-06-07,0,0,15,1,0,0,101055.9,98802.55,51454.5,0.0155,1.06,542.88,572.96,-0.001,1,0.005832865636515416,0.07009124066352812,-0.0012422997379462064,0.02125851819686897
2002-06-10,0,0,15,1,0,0,100490.4,98216.3,50889.0,0.0213,1.06,-553.31,-586.26,-0.007,1,-0.005933551310163598,0.06343816984009953,-0.007017150492304114,0.016860017678279937
2002-06-11,0,0,15,1,0,0,99872.4,97574.59,50271.0,0.0276,1.06,-605.9,-641.7,-0.014,1,-0.006533640546426689,0.05717075413117123,-0.013866321645250257,0.01361239858913843
2002-06-12,0,0,15,1,0,0,100012.9,97735.56,50411.5,0.0261,1.05,152.66,160.97,-0.012,1,0.001649712286774685,0.05871475048197872,-0.00758792863860136,0.011927862441997061
2002-06-13,0,0,15,1,0,0,99795.4,97517.8,50194.0,0.0284,1.06,-205.46,-217.76,-0.015,1,-0.0022280529215773504,0.05615126111790969,-0.007212666854877536,0.00726406183812256
2002-06-14,0,0,15,1,0,0,100146.4,97902.72,50545.0,0.0248,1.06,363.06,384.92,-0.011,1,0.003947176823102971,0.05889705910275078,-0.009098355668289981,0.013069343367573927
2002-06-17,0,0,15,1,0,0,99891.9,97646.41,50290.5,0.0274,1.06,-242.5,-256.31,-0.013,1,-0.0026180069358644475,0.053374197286768066,-0.0057828112939908305,0.0153944336486449
2002-06-18,0,0,15,1,0,0,99844.9,97609.3,50243.5,0.0279,1.06,-35.05,-37.11,-0.014,1,-0.0003800446939113966,0.054457430122970996,0.0003707845585244618,0.012599137475563293
2002-06-19,0,0,15,1,0,0,100435.9,98242.68,50834.5,0.0218,1.05,603.1,633.38,-0.007,1,0.006488930870316656,0.059713123708121874,0.005210003142066433,0.016417030097234497
2002-06-20,0,0,15,1,0,0,100290.9,98103.96,50689.5,0.0233,1.04,-132.85,-138.72,-0.009,1,-0.0014120135973487713,0.05760163576914157,0.006026042466295012,0.013763266384328454
2002-06-21,0,0,15,1,0,0,100677.4,98517.23,51076.0,0.0194,1.04,398.77,413.28,-0.004,1,0.004212572051117913,0.06160156694028229,0.006291437694309954,0.013529659967737584
2002-06-24,0,0,15,1,0,0,101184.9,99052.71,51583.5,0.0143,1.03,519.84,535.48,0.0,1,0.005435394397508064,0.06916583034175094,0.014344839027682466,0.014279536174646501
2002-06-25,0,0,15,1,0,0,100672.4,98537.31,51071.0,0.0194,1.03,-500.24,-515.4,-0.005,1,-0.005203290248192216,0.0629585820907389,0.009521593473401646,0.012492008687135181
2002-06-26,0,0,15,1,0,0,100958.4,98841.8,51357.0,0.0165,1.02,298.4,304.49,-0.002,1,0.003090098562666288,0.06770741574938255,0.006122761165751278,0.00808463822093608
2002-06-27,0,0,15,1,0,0,100195.9,98077.48,50594.5,0.0243,1.02,-750.19,-764.33,-0.01,1,-0.007732760836002606,0.05930577523276348,-0.0001979860729025562,0.001225898967178729
2002-06-28,0,0,15,1,0,0,100137.9,98031.28,50536.5,0.0249,1.01,-45.63,-46.19,-0.01,1,-0.00047105614866937984,0.05825448847485415,-0.004881614272689849,-0.005845909205690392
2002-07-01,0,0,15,2,0,0,99120.4,97017.68,52203.0,0.0354,1.01,-1005.3,-1013.61,-0.021,0,-0.010339556925095805,0.0476831035285562,-0.02065656559529372,-0.014551599815403105
2002-07-02,0,0,15,2,0,0,99218.4,97128.76,52301.0,0.0344,1.01,110.2,111.08,-0.02,1,0.0011449459521193361,0.048564846338395085,-0.014308329394982167,-0.018125442957592552
2002-07-03,0,0,15,2,0,0,99208.9,97131.39,52291.5,0.0345,1.01,2.6,2.63,-0.02,1,2.7077458828905776e-05,0.04925456337452527,-0.01737135049881955,-0.017939664942957956
2002-07-05,0,0,15,2,0,0,98893.9,96822.4,51976.5,0.0377,1.02,-303.06,-308.99,-0.023,1,-0.0031811549283913276,0.0475332194000212,-0.01281974459120827,-0.021436350477868737
2002-07-08,0,0,15,2,0,0,99095.4,97041.76,52178.0,0.0356,1.03,213.28,219.36,-0.021,1,0.0022655914333873373,0.04944379329731674,-0.010083097009151554,-0.014542078324607188
2002-07-09,0,0,15,2,0,0,99016.9,96974.69,52099.5,0.0365,1.01,-66.49,-67.07,-0.021,1,-0.0006911457500358154,0.04934745053325906,-0.0004346858340915638,-0.01262990936934183
2002-07-10,0,0,15,2,0,0,99655.9,97630.31,52738.5,0.0298,1.01,651.09,655.61,-0.015,1,0.0067607331356254186,0.055811958050812405,0.005181101349414519,-0.011702041870231827
2002-07-11,0,0,15,2,0,0,99494.4,97479.21,52577.0,0.0315,1.01,-149.5,-151.1,-0.016,1,-0.0015476751021274993,0.053503218297790034,0.0036063487884581136,-0.007316165662195728
2002-07-12,0,0,15,2,0,0,99888.4,97890.02,52971.0,0.0274,1.01,406.01,410.82,-0.012,1,0.004214334523227947,0.05714302596237386,0.011001838240077388,0.003431809407458908
2002-07-15,0,0,15,2,0,0,99815.9,97828.96,52898.5,0.0282,1.01,-60.52,-61.07,-0.013,1,-0.0006237612373559687,0.05633287222065464,0.008112485569334082,0.0011583358833282542
2002-07-16,0,0,15,2,0,0,100505.9,98529.05,53588.5,0.0211,1.0,702.19,700.09,-0.005,1,0.0071562653839924995,0.06372205780711482,0.015959896703362397,0.010542654188898104
2002-07-17,0,0,15,2,0,0,100155.9,98195.17,53238.5,0.0247,0.99,-337.75,-333.87,-0.009,1,-0.003388645277712543,0.06061555368577909,0.005810518290024436,0.0032068320880825896
2002-07-18,0,0,15,2,0,0,99907.4,97960.51,52990.0,0.0272,0.99,-236.36,-234.67,-0.011,1,-0.0023897305743245667,0.05797127315253925,0.004968462817827368,0.0034351084496224704
2002-07-19,0,0,15,2,0,0,100355.9,98415.87,53438.5,0.0226,0.99,460.73,455.36,-0.006,1,0.004648403729216932,0.06325756478659972,0.005402532023816353,0.0084635568727508
2002-07-22,0,0,15,2,0,0,100839.4,98905.9,53922.0,0.0177,0.99,495.71,490.03,-0.001,1,0.004979176630760751,0.06817240369687949,0.011005469891933073,0.006953802633194894
2002-07-23,0,0,15,2,0,0,100284.4,98367.45,53367.0,0.0234,0.99,-542.91,-538.44,-0.007,1,-0.005444063498739715,0.06388775027109184,-0.0015948589907991417,0.0029217527318039505
2002-07-24,0,0,15,2,0,0,99313.4,97398.28,52396.0,0.0334,1.01,-959.29,-969.17,-0.017,1,-0.009852547768596231,0.0542667474801346,-0.00805876148168283,-0.011143367087910194
2002-07-25,0,0,15,2,0,0,98788.9,96883.18,51871.5,0.0389,1.0,-512.79,-515.11,-0.022,1,-0.005288594418710546,0.04754297798684759,-0.01095762532606881,-0.021867355904128805
2002-07-26,0,0,15,2,0,0,98517.4,96624.84,51600.0,0.0417,0.99,-259.71,-258.34,-0.025,1,-0.002666510327179572,0.04399821643808455,-0.018272539382465314,-0.01933057598311616
2002-07-29,0,0,15,2,0,0,97682.9,95789.95,50765.5,0.0506,1.01,-823.12,-834.89,-0.034,1,-0.008640531772161286,0.03526208324929392,-0.03189224778538735,-0.031061206317943735
2002-07-30,0,0,15,2,0,0,98070.9,96196.91,51153.5,0.0465,1.02,399.35,406.96,-0.03,1,0.0042484623908876085,0.03911705109974262,-0.022199721895760027,-0.01907998309105352
2002-07-31,0,0,15,2,0,0,98146.4,96285.31,51229.0,0.0457,1.02,86.85,88.4,-0.029,1,0.000918948436077649,0.039100103551999665,-0.011428225691086147,-0.017689978506306492
2002-08-01,0,0,15,2,0,0,97316.9,95448.15,50399.5,0.0546,1.02,-818.32,-837.16,-0.038,1,-0.008694576566248835,0.030989537502686404,-0.014834207838624436,-0.01604499814745952
2002-08-02,0,0,15,2,0,0,98266.4,96424.32,51349.0,0.0444,1.02,960.84,976.17,-0.027,1,0.0102272280814244,0.04125054875894574,-0.001940469430020464,-0.006962716018154458
2002-08-05,0,0,15,2,0,0,98367.4,96538.11,51450.0,0.0433,1.01,112.33,113.79,-0.026,1,0.0011800964735866337,0.04254505857165969,0.007880158815727456,-0.00580969700339673
2002-08-06,0,0,15,2,0,0,98365.9,96548.03,51448.5,0.0433,1.02,9.72,9.92,-0.026,1,0.0001027573462957232,0.04268948441076714,0.0037344537711355708,-0.002525784728709679
2002-08-07,0,0,15,2,0,0,98403.4,96598.24,51486.0,0.0429,1.03,48.52,50.22,-0.025,1,0.0005200520404198272,0.04210516742481929,0.003335557375477749,-0.004271324121677189
2002-08-08,0,0,15,2,0,0,99193.9,97420.58,52276.5,0.0346,1.03,801.7,822.34,-0.017,1,0.008512991541046677,0.048988019205401634,0.02054312548277326,0.0049328131694053035
2002-08-09,0,0,15,2,0,0,98731.4,96953.85,51814.0,0.0395,1.03,-451.47,-466.73,-0.022,1,-0.004790876835264135,0.0447670910865956,0.005525020566084726,-0.00661879680148425
2002-08-12,0,0,15,2,0,0,99922.9,98193.8,53005.5,0.0271,1.03,1202.63,1239.95,-0.009,1,0.012789074389516264,0.05703102673445626,0.017133998482014356,0.007717952690159513
2002-08-13,0,0,15,2,0,0,99792.4,98071.99,52875.0,0.0284,1.02,-119.28,-121.81,-0.01,1,-0.0012405060197283602,0.055509086420484244,0.015790735115990273,0.0022631121472032056
2002-08-14,0,0,15,2,0,0,99992.9,98287.15,53075.5,0.0263,1.02,211.78,215.16,-0.008,1,0.0021938985840910252,0.0583045510783583,0.01746458165966147,0.0050807719686501995
2002-08-15,0,0,15,2,0,0,99620.4,97918.05,52703.0,0.0302,1.02,-361.35,-369.1,-0.012,1,-0.003755323050876891,0.05336303427165967,0.005196267067737903,-0.005830816466219191
2002-08-16,0,0,15,2,0,0,99947.9,98263.03,53030.5,0.0268,1.02,338.7,344.98,-0.008,1,0.0035231502261330316,0.054684741431155204,0.01351029412913507,0.001080979037626384
2002-08-19,0,0,15,2,0,0,99846.9,98171.77,52929.5,0.0278,1.02,-89.84,-91.26,-0.009,1,-0.0009287317926182093,0.05330498866960398,-0.00020751205299940345,0.0025419778193327414
2002-08-20,0,0,15,2,0,0,99081.4,97399.24,52164.0,0.0358,1.02,-754.53,-772.53,-0.017,1,-0.007869166462008415,0.045351387775598995,-0.006836172495279458,-0.009975592371892605
2002-08-21,0,0,15,2,0,0,99243.9,97576.54,52326.5,0.0341,1.02,173.49,177.3,-0.015,1,0.001820342746000847,0.04692681624749595,-0.007209728333369636,-0.01313442625665251
2002-08-22,0,0,15,2,0,0,98906.9,97244.26,51989.5,0.0376,1.02,-326.03,-332.28,-0.019,1,-0.0034053267311999758,0.04386480034977436,-0.006859732013692721,-0.01109568948911277
2002-08-23,0,0,15,2,0,0,98785.4,97130.04,51868.0,0.0389,1.03,-110.72,-114.22,-0.02,1,-0.0011745680413425275,0.04310575854886556,-0.01155745028116828,-0.002417709761859066
2002-08-26,0,0,15,2,0,0,98633.4,96984.79,51716.0,0.0405,1.03,-141.26,-145.25,-0.021,1,-0.0014954178954317277,0.040299166197035774,-0.012124136383981798,0.0013754667614197524
2002-08-27,0,0,15,2,0,0,99095.4,97471.17,52178.0,0.0356,1.03,472.76,486.38,-0.016,1,0.005015013178870653,0.04459824397666856,0.0007600432568972693,0.009056990267469978
2002-08-28,0,0,15,2,0,0,99221.9,97610.95,52304.5,0.0343,1.02,137.39,139.78,-0.015,1,0.0014340650676503142,0.04667307287079081,0.0003737655785467364,0.019131587107281578
2002-08-29,0,0,15,2,0,0,99280.9,97682.3,52363.5,0.0337,1.02,69.82,71.35,-0.014,1,0.0007309630733027817,0.05010539421185445,0.004510055383049494,0.015614087789696751
2002-08-30,0,0,15,2,0,0,99571.4,97988.42,52654.0,0.0307,1.02,301.41,306.12,-0.011,1,0.0031338328438212937,0.04961669751420861,0.008818456268213315,0.017828972197440396
2002-09-03,0,0,15,2,0,0,99494.4,97921.0,52577.0,0.0315,1.02,-66.21,-67.42,-0.012,1,-0.0006880404847837696,0.05077964544760227,0.009625833678861273,0.02583550827890546
2002-09-04,0,0,15,2,0,0,99478.4,97915.96,52561.0,0.0317,1.0,-5.03,-5.04,-0.012,1,-5.147006260142195e-05,0.051708116419028505,0.004559350437389198,0.01555681013487964
2002-09-05,0,0,15,2,0,0,100159.4,98613.58,53242.0,0.0246,1.01,691.96,697.62,-0.004,1,0.007124681206209793,0.05821208215938234,0.010249966575948677,0.0215013948675028
2002-09-06,0,0,15,2,0,0,100504.4,98972.76,53587.0,0.0211,1.01,355.98,359.18,-0.001,1,0.0036422975415757453,0.06195279544361321,0.01316130104422164,0.02504093506278282
2002-09-09,0,0,15,2,0,0,101207.4,99700.4,54290.0,0.014,1.02,713.89,727.64,0.0,1,0.007351921882344126,0.06831198363425672,0.017379390082744473,0.03187280490470712
2002-09-10,0,0,15,2,0,0,100593.9,99085.21,53676.5,0.0202,1.02,-602.7,-615.19,-0.006,1,-0.0061703864778875905,0.06346307153318043,0.011897044089640652,0.01718942688577285
2002-09-11,0,0,15,2,0,0,100443.9,98942.37,53526.5,0.0217,1.03,-139.28,-142.84,-0.008,1,-0.0014415874982756094,0.06215215284123288,0.010506926653966464,0.020538716222761377
2002-09-12,0,0,15,2,0,0,100407.4,98915.94,53490.0,0.0221,1.02,-25.79,-26.43,-0.008,1,-0.0002671251962126364,0.0616048637432316,0.0031151202515440346,0.007482516637032477
2002-09-13,0,0,15,2,0,0,100658.4,99182.69,53741.0,0.0196,1.02,261.79,266.76,-0.005,1,0.002696734216952379,0.0636161454944606,0.0021695569269206683,0.011419756873713216
2002-09-16,0,0,15,2,0,0,100227.9,98750.37,53310.5,0.0239,1.03,-419.91,-432.32,-0.01,1,-0.004358825113535469,0.059100691548346185,-0.009541190068958927,0.004867033176086721
2002-09-17,0,0,15,2,0,0,100028.4,98555.32,53111.0,0.026,1.03,-188.97,-195.06,-0.012,1,-0.001975182472733872,0.04849189235284712,-0.005345986063805208,0.0066471737542297404
2002-09-18,0,0,15,2,0,0,100471.4,99020.82,53554.0,0.0215,1.03,453.63,465.5,-0.007,1,0.004723235640653467,0.05416787355758146,0.0008188370751238683,0.007847259168750176
2002-09-19,0,0,15,2,0,0,100837.9,99406.42,53920.5,0.0177,1.02,377.2,385.61,-0.003,1,0.0038941305474948784,0.05761226766127714,0.004980092818831383,0.012670121508863263
2002-09-20,0,0,15,2,0,0,101079.9,99662.58,54162.5,0.0153,1.01,252.82,256.15,-0.0,1,0.002576895938914303,0.060589541698413574,0.004860254540793307,0.02311618390978598
2002-09-23,0,0,15,2,0,0,101604.9,100207.96,54687.5,0.0101,1.02,535.78,545.38,0.0,1,0.005472264514926328,0.0645118085710138,0.014691344169255105,0.026768105678711462
2002-09-24,0,0,15,2,0,0,101570.4,100183.64,54653.0,0.0104,1.02,-23.78,-24.31,-0.0,1,-0.00024269529087317387,0.06491017332478732,0.016423831351115803,0.029930737119038264
2002-09-25,0,0,15,2,0,0,101842.9,100472.14,54925.5,0.0077,1.02,283.28,288.5,0.0,1,0.002879711697438836,0.0684532632978957,0.014580307407901172,0.03398501685781963
2002-09-26,0,0,15,2,0,0,101331.9,99959.75,54414.5,0.0128,1.02,-500.35,-512.39,-0.005,1,-0.005099821701816998,0.0615456584874855,0.005586355158589296,0.030380613051434358
2002-09-27,0,0,15,2,0,0,101045.9,99677.88,54128.5,0.0156,1.02,-275.38,-281.87,-0.008,1,-0.002819834983580849,0.05876257675563801,0.00018962423609414358,0.022545764888982855
2002-09-30,0,0,15,2,0,0,101395.4,100045.09,54478.0,0.0121,1.02,360.16,367.21,-0.004,1,0.003683966793836202,0.06250794285668182,-0.0015986734849959827,0.024795666615168743
2002-10-01,0,0,15,2,0,0,101449.4,100110.69,54532.0,0.0116,1.01,64.73,65.59,-0.004,1,0.0006557043429118448,0.06266838570056599,-0.0007002738512109641,0.024720407884777806
2002-10-02,0,0,15,2,0,0,101095.4,99761.39,54178.0,0.0151,1.02,-343.36,-349.3,-0.007,1,-0.003489137873288084,0.05931176185300635,-0.007069123421937884,0.01809743716766843
2002-10-03,0,0,15,2,0,0,101268.4,99947.55,54351.0,0.0134,1.01,183.69,186.16,-0.005,1,0.0018660525880804801,0.06158751545598362,-0.00010324913204040609,0.02065153024053268
2002-10-04,0,0,15,2,0,0,101094.9,99782.82,54177.5,0.0152,1.01,-162.82,-164.73,-0.007,1,-0.0016481644622604597,0.060189330675570085,0.0010684213892799832,0.01905483584087364
2002-10-07,0,0,15,2,0,0,101199.9,99900.79,54282.5,0.0141,1.02,115.54,117.98,-0.006,1,0.0011822676488797423,0.06011554279786924,-0.0014332777556764764,0.01311242228354359
2002-10-08,0,0,15,2,0,0,100934.4,99641.46,54017.0,0.0168,1.02,-254.95,-259.33,-0.008,1,-0.0025958753679524715,0.05682100070211815,-0.004684857466540793,0.006874249374015373
2002-10-09,0,0,15,2,0,0,100599.4,99309.86,53682.0,0.0202,1.02,-324.54,-331.61,-0.012,1,-0.0033279319672755436,0.054178202550703825,-0.004523651560528252,-0.003805604475604296
2002-10-10,0,0,15,2,0,0,100634.4,99355.92,53717.0,0.0198,1.01,45.58,46.06,-0.011,1,0.00046380087536124215,0.05666007640251314,-0.00592590327324749,0.0028285828776445365
2002-10-11,0,0,15,2,0,0,100354.4,99082.68,53437.0,0.0226,1.01,-269.5,-273.24,-0.014,1,-0.0027501129273425073,0.055727083774978925,-0.007027851738329538,0.0015200574485776386
2002-10-14,0,0,15,2,0,0,100629.4,99371.78,53712.0,0.0199,1.01,285.51,289.1,-0.011,1,0.002917765244137671,0.058288476779842946,-0.005292354143071609,0.004704947888927946
2002-10-15,0,0,15,2,0,0,100488.4,99239.58,53571.0,0.0213,1.01,-130.51,-132.19,-0.012,1,-0.0013303575723409011,0.05641773398547223,-0.004026836347460039,0.0006778560996346661
2002-10-16,0,0,15,2,0,0,99873.4,98623.72,52956.0,0.0276,1.02,-604.65,-615.86,-0.019,1,-0.006205790068841477,0.051263071619652156,-0.006904694449025972,-0.0011691088556713414
2002-10-17,0,0,15,2,0,0,99759.4,98518.01,52842.0,0.0287,1.02,-103.68,-105.71,-0.02,1,-0.0010718516803057687,0.04988412752168414,-0.008440347004692983,-0.00026577806324323827
2002-10-18,0,0,15,2,0,0,99696.9,98464.11,52779.5,0.0294,1.03,-52.32,-53.9,-0.02,1,-0.0005471080871405354,0.0489586511499015,-0.006237342164491011,-0.005536121791037241
2002-10-21,0,0,15,2,0,0,99589.4,98363.95,52672.0,0.0305,1.03,-97.35,-100.17,-0.021,1,-0.0010172234329849372,0.04947381468514256,-0.01017233084161362,-0.010447475771517056
2002-10-22,0,0,15,2,0,0,99250.9,98026.6,52333.5,0.034,1.03,-328.38,-337.35,-0.025,1,-0.0034296101366404486,0.04647142736557053,-0.012271583405913167,-0.016453981847071808
2002-10-23,0,0,15,2,0,0,99565.4,98358.56,52648.0,0.0307,1.02,324.7,331.97,-0.021,1,0.003386427765524891,0.05100745406776708,-0.002679365571546799,-0.018539818596473245
2002-10-24,0,0,15,2,0,0,99156.4,97949.71,52239.0,0.035,1.03,-398.88,-408.86,-0.026,1,-0.004156730232732109,0.04613282620161907,-0.005764244123973139,-0.02245385353833218
2002-10-25,0,0,15,2,0,0,99180.4,97984.61,52263.0,0.0348,1.02,34.14,34.91,-0.025,1,0.00035630529176655656,0.04675352023983936,-0.004860830745066047,-0.02497725994400446
2002-10-28,0,0,15,2,0,0,99362.4,98181.47,52445.0,0.0329,1.02,192.09,196.86,-0.023,1,0.002009091019497866,0.04787933853155979,-0.0018345162925832437,-0.017868347222689596
2002-10-29,0,0,15,2,0,0,99731.9,98567.05,52814.5,0.029,1.02,379.72,385.58,-0.019,1,0.003927217630780966,0.05133133466965678,0.005522311474838171,-0.01112129460832778
2002-10-30,0,0,15,2,0,0,99807.4,98654.2,52890.0,0.0283,1.02,85.7,87.15,-0.018,1,0.0008841697098573853,0.050920168006278854,0.003020053419170665,-0.013921091692306597
2002-10-31,0,0,15,2,0,0,99805.9,98663.04,52888.5,0.0283,1.02,8.7,8.84,-0.018,1,8.960591642326321e-05,0.0505400778887638,0.007266389568326037,-0.014487190118795179
2002-11-01,0,0,15,2,0,0,100137.9,99008.55,53220.5,0.0249,1.01,342.3,345.51,-0.015,1,0.0035019192597349758,0.05463557343337544,0.010412003536294456,-0.007496132985772119
2002-11-04,0,0,15,2,0,0,99875.4,98755.56,52958.0,0.0276,1.0,-252.2,-252.99,-0.017,1,-0.0025552338661661844,0.05160994623233239,0.005847678650630406,-0.011917419440018784
2002-11-05,0,0,15,2,0,0,99964.4,98855.06,53047.0,0.0266,1.0,99.3,99.5,-0.016,1,0.0010075382084815399,0.05309053065297942,0.0029279992283309797,-0.009261716769276784
2002-11-06,0,0,15,2,0,0,99686.4,98587.28,52769.0,0.0295,1.0,-267.72,-267.78,-0.019,1,-0.002708814298428397,0.05028863848341025,-0.0006649847799548025,-0.013152798716584924
2002-11-07,0,0,15,2,0,0,99944.4,98854.93,53027.0,0.0268,1.0,268.32,267.65,-0.016,1,0.0027148532751892773,0.052125084549718315,0.0019602625788112116,-0.007842070073443175
2002-11-08,0,0,15,2,0,0,100465.9,99381.91,53548.5,0.0215,0.99,531.93,526.98,-0.011,1,0.005330841871012515,0.05748092878797628,0.0037891851900887508,0.0008167037648448838
2002-11-11,0,0,15,2,0,0,100286.4,99214.98,53369.0,0.0233,0.99,-169.09,-166.92,-0.013,1,-0.0016796819461409873,0.057066504651945515,0.004664737110113948,-0.0013267790566573456
2002-11-12,0,0,15,2,0,0,100440.4,99377.65,53523.0,0.0218,0.99,164.38,162.67,-0.011,1,0.00163957095994971,0.05839777634257726,0.005296769861582118,0.0030629048306348716
2002-11-13,0,0,15,2,0,0,100453.4,99400.74,53536.0,0.0216,0.99,23.38,23.09,-0.011,1,0.00023234600536459205,0.05853619140507649,0.008237930165375107,0.00037748559186179254
2002-11-14,0,0,15,2,0,0,99787.4,98750.27,52870.0,0.0285,0.99,-655.75,-650.48,-0.017,1,-0.006543915065421069,0.05192295286963544,-0.0010208381752352391,-0.004836071901218375
2002-11-15,0,0,15,2,0,0,99792.4,98765.4,52875.0,0.0284,1.0,15.2,15.13,-0.017,1,0.00015321477095708858,0.05268182749358585,-0.0061984652752906655,0.0015229329385801904
2002-11-18,0,0,15,2,0,0,100229.4,99208.44,53312.0,0.0239,0.99,447.25,443.04,-0.013,1,0.0044857814578791455,0.057315280062968155,-3.300187127053267e-05,0.007080566076765105
2002-11-19,0,0,15,2,0,0,100169.4,99159.08,53252.0,0.0245,0.99,-49.78,-49.36,-0.013,1,-0.0004975383142805656,0.057326035569369216,-0.002170111145500808,0.007130135849625074
2002-11-20,0,0,15,2,0,0,100167.4,99167.19,53250.0,0.0246,1.0,8.14,8.11,-0.013,1,8.178776971301538e-05,0.05897879154805907,-0.002320669381152385,0.008229147052323027
2002-11-21,0,0,15,2,0,0,100091.4,99101.38,53174.0,0.0253,1.0,-65.9,-65.82,-0.014,1,-0.0006636267499361415,0.058435722232635046,0.0035596189343325424,0.010995130439027334
2002-11-22,0,0,15,2,0,0,100193.4,99213.24,53276.0,0.0243,1.0,112.1,111.87,-0.013,1,0.0011287431113471413,0.05912329367918545,0.004535147274722595,0.008737445784849585
2002-11-25,0,0,15,2,0,0,100244.4,99274.42,53327.0,0.0238,1.0,61.0,61.18,-0.012,1,0.0006166515678753814,0.05835691461446957,0.0006660173847188311,0.013510827585457075
2002-11-26,0,0,15,2,0,0,99937.4,98974.8,53020.0,0.0269,1.01,-297.11,-299.62,-0.015,1,-0.0030180987206975818,0.05517070636695065,-0.001854543021698185,0.010136423572992936
2002-11-27,0,0,15,2,0,0,100021.4,99069.31,53104.0,0.0261,1.01,93.91,94.51,-0.014,1,0.0009548895274351654,0.05682755103022252,-0.000981441263976035,0.009082222080930236
2002-11-29,0,0,15,2,0,0,100028.9,99086.82,53111.5,0.026,1.01,17.34,17.51,-0.014,1,0.00017674494755248737,0.055849832029175595,-0.0001410695664874062,0.005331749397701757
2002-12-02,0,0,15,2,0,0,99966.4,99033.86,53049.0,0.0266,1.01,-52.67,-52.95,-0.015,1,-0.0005344807715093047,0.055290209044358996,-0.0018042934493438523,0.003913098916335067
2002-12-03,0,0,15,2,0,0,100040.4,99117.97,53123.0,0.0259,1.0,83.85,84.11,-0.014,1,0.0008493054799640909,0.05819121669459548,-0.0015716395372551428,0.004672798479875895
2002-12-04,0,0,15,2,0,0,100382.4,99471.1,53465.0,0.0224,1.0,351.85,353.12,-0.01,1,0.003562724297117903,0.05143420102896301,0.005009183480560342,0.004733603517258822
2002-12-05,0,0,15,2,0,0,100686.4,99784.82,53769.0,0.0193,1.0,313.91,313.72,-0.007,1,0.00315388087595303,0.04251655211048533,0.007208174829078207,0.010442718259378037
2002-12-06,0,0,15,2,0,0,101118.4,100226.44,54201.0,0.0149,1.0,441.93,441.62,-0.002,1,0.004425723271335169,0.04802417755857058,0.011457153152860888,0.013860903322231666
2002-12-09,0,0,15,2,0,0,101170.4,100287.81,54253.0,0.0144,0.99,61.98,61.37,-0.002,1,0.0006123134773619032,0.05439989095380571,0.012603947401732096,0.017182031098021966
