,ES=F,NQ=F,GC=F,CL=F,EURUSD=X,cash
Fed_is_high,0.16376629145777183,0.0,1.5532265632129476,0.895630179836501,0.767674042885373,0.22417894141094746
Fed_is_mid,0.0,0.0,0.0,0.0,0.0,1.141432911314971
Fed_is_low,0.6602172293775765,0.5213424498842426,0.439876510363142,0.0,0.7041060497862252,0.0
Fed_down,0.0,0.0,1.0068969264239098,0.0,0.7538615439476049,1.6343881472740818
Fed_up,0.0,0.0,0.0,0.8480105885359227,0.0,0.0
Fed_is_low_up,0.9750251906670466,0.6152716527861443,0.0,0.21933181107926442,0.7743583633807966,0.0
Fed_is_high_dn,1.2009912884976048,1.863385897329613,0.0,1.0370274205483119,0.0,0.0
